wbgene,gene_name,gene_id,concise_description,automated_description,gene_class_description,go_term,go_name,go_description,inside_CI,eqtl,vars,pc_vars,go_annotation
WBGene00016225,fbxa-58,C29F9.11,none available ,Is enriched in AVA and intestine based on tiling array and  microarray studies. Is affected by several genes including daf-16; eat-2; and lin-35  based on microarray and RNA-seq studies. Is affected by paraquat and allantoin based  on microarray studies. ,F-box A protein ,"NA","NA","NA",TRUE,FALSE,TRUE,FALSE,FALSE
WBGene00016226,C29F9.12,C29F9.12,none available ,Is affected by several genes including glp-1; clk-1; and  sir-2.1 based on microarray and RNA-seq studies. Is affected by Progesterone; Colistin;  and Triclosan based on microarray studies. ,not known ,"NA","NA","NA",TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00016227,nhr-280,C29F9.13,none available ,Is affected by several genes including sir-2.1; pmk-1; and  drh-3 based on RNA-seq and microarray studies. Is affected by hydrogen sulfide;  allantoin; and Triclosan based on microarray studies. Is predicted to encode a protein  with the following domain: Nuclear hormone receptor-like domain superfamily. ,Nuclear Hormone Receptor family ,"NA","NA","NA",TRUE,FALSE,TRUE,TRUE,FALSE
WBGene00017328,nemp-1,F10C5.2,none available ,"Is an ortholog of human NEMP1 (nuclear envelope integral  membrane protein 1). Is expressed in several structures, including arcade cell;  pharyngeal cell; pharyngeal-intestinal valve; rectal gland cell; and spermatheca.  Is predicted to encode a protein with the following domain: NEMP family. ",Nuclear Envelope integral Membrane Protein homolog ,GO:0005635|GO:0016020|GO:0016021,nuclear envelope|membrane|integral component of membrane,"The double lipid bilayer enclosing the nucleus and separating its contents from the rest of the cytoplasm; includes the intermembrane space, a gap of width 20-40 nm (also called the perinuclear space).|A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.|The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,FALSE,FALSE
WBGene00017937,F30H5.3,F30H5.3,none available ,Is predicted to have serine-type endopeptidase inhibitor  activity. ,not known ,GO:0004867|GO:0010951,serine-type endopeptidase inhibitor activity|negative regulation of endopeptidase activity,"Stops, prevents or reduces the activity of serine-type endopeptidases, enzymes that catalyze the hydrolysis of nonterminal peptide bonds in a polypeptide chain; a serine residue (and a histidine residue) are at the active center of the enzyme.|Any process that decreases the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins.",TRUE,FALSE,TRUE,FALSE,FALSE
WBGene00018239,sec-20,F40G9.1,none available ,Is an ortholog of human BNIP1 (BCL2 interacting protein 1).  Is predicted to have SNAP receptor activity. ,yeast SEC homolog ,GO:0005484|GO:0005794|GO:0006890|GO:0015031|GO:0016020|GO:0016021|GO:0016192|GO:0061025,"SNAP receptor activity|Golgi apparatus|retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum|protein transport|membrane|integral component of membrane|vesicle-mediated transport|membrane fusion","Acting as a marker to identify a membrane and interacting selectively with one or more SNAREs on another membrane to mediate membrane fusion.|A compound membranous cytoplasmic organelle of eukaryotic cells, consisting of flattened, ribosome-free vesicles arranged in a more or less regular stack. The Golgi apparatus differs from the endoplasmic reticulum in often having slightly thicker membranes, appearing in sections as a characteristic shallow semicircle so that the convex side (cis or entry face) abuts the endoplasmic reticulum, secretory vesicles emerging from the concave side (trans or exit face). In vertebrate cells there is usually one such organelle, while in invertebrates and plants, where they are known usually as dictyosomes, there may be several scattered in the cytoplasm. The Golgi apparatus processes proteins produced on the ribosomes of the rough endoplasmic reticulum; such processing includes modification of the core oligosaccharides of glycoproteins, and the sorting and packaging of proteins for transport to a variety of cellular locations. Three different regions of the Golgi are now recognized both in terms of structure and function: cis, in the vicinity of the cis face, trans, in the vicinity of the trans face, and medial, lying between the cis and trans regions.|The directed movement of substances from the Golgi back to the endoplasmic reticulum, mediated by vesicles bearing specific protein coats such as COPI or COG.|The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.|A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.|The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.|A cellular transport process in which transported substances are moved in membrane-bounded vesicles; transported substances are enclosed in the vesicle lumen or located in the vesicle membrane. The process begins with a step that directs a substance to the forming vesicle, and includes vesicle budding and coating. Vesicles are then targeted to, and fuse with, an acceptor membrane.|The membrane organization process that joins two lipid bilayers to form a single membrane.",TRUE,FALSE,TRUE,FALSE,FALSE
WBGene00018240,cox-17,F40G9.2,none available ,Is an ortholog of human COX17 (cytochrome c oxidase copper  chaperone COX17). Is predicted to have copper chaperone activity. ,Cytochrome OXidase assembly protein ,GO:0005507|GO:0005758|GO:0006825|GO:0016531|GO:0033617,copper ion binding|mitochondrial intermembrane space|copper ion transport|copper chaperone activity|mitochondrial respiratory chain complex IV assembly,"Interacting selectively and non-covalently with copper (Cu) ions.|The region between the inner and outer lipid bilayers of the mitochondrial envelope.|The directed movement of copper (Cu) ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.|Directly binding to and delivering copper ions to a target protein.|The aggregation, arrangement and bonding together of a set of components to form respiratory chain complex IV (also known as cytochrome c oxidase) in the mitochondrial inner membrane.",TRUE,FALSE,TRUE,FALSE,FALSE
WBGene00018241,F40G9.5,F40G9.5,none available ,Is enriched in germ line; intestine; pharynx; and in male  based on microarray; proteomic; tiling array; and RNA-seq studies. Is affected by  several genes including daf-16; daf-2; and glp-1 based on RNA-seq; microarray; and  proteomic studies. Is affected by seven chemicals including methylmercuric chloride;  Mianserin; and allantoin based on microarray and RNA-seq studies. ,not known ,GO:0016020|GO:0016021,membrane|integral component of membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.|The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,TRUE,TRUE,TRUE,TRUE,FALSE
WBGene00018242,F40G9.6,F40G9.6,none available ,Is enriched in hypodermis; intestine; and pharynx based on  microarray and tiling array studies. Is affected by several genes including daf-2;  age-1; and eat-2 based on microarray; tiling array; and RNA-seq studies. Is affected  by fourteen chemicals including 1-methylnicotinamide; methylmercuric chloride; and  multi-walled carbon nanotube based on RNA-seq and microarray studies. ,not known ,GO:0016020|GO:0016021,membrane|integral component of membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.|The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,TRUE,FALSE,TRUE,FALSE,FALSE
WBGene00018243,F40G9.7,F40G9.7,none available ,Is enriched in in male based on RNA-seq and microarray studies.  Is affected by several genes including daf-2; eat-2; and sir-2.1 based on microarray  and RNA-seq studies. Is affected by six chemicals including Alovudine; stavudine;  and allantoin based on RNA-seq studies. ,not known ,"NA","NA","NA",TRUE,FALSE,TRUE,TRUE,FALSE
WBGene00018244,F40G9.8,F40G9.8,none available ,Is enriched in NSM based on tiling array studies. Is affected  by cyc-1; drh-3; and eri-1 based on microarray and RNA-seq studies. Is affected  by four chemicals including Rifampin; Psoralens; and Sirolimus based on RNA-seq  and microarray studies. ,not known ,GO:0004714|GO:0005887|GO:0007169|GO:0007399|GO:0007409|GO:0016020|GO:0016021|GO:0018108|GO:0043235,transmembrane receptor protein tyrosine kinase activity|integral component of plasma membrane|transmembrane receptor protein tyrosine kinase signaling pathway|nervous system development|axonogenesis|membrane|integral component of membrane|peptidyl-tyrosine phosphorylation|receptor complex,"Combining with a signal and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity by catalysis of the reaction: ATP + a protein-L-tyrosine = ADP + a protein-L-tyrosine phosphate.|The component of the plasma membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.|A series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of the target cell where the receptor possesses tyrosine kinase activity, and ending with regulation of a downstream cellular process, e.g. transcription.|The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state.|De novo generation of a long process of a neuron, including the terminal branched region. Refers to the morphogenesis or creation of shape or form of the developing axon, which carries efferent (outgoing) action potentials from the cell body towards target cells.|A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.|The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.|The phosphorylation of peptidyl-tyrosine to form peptidyl-O4'-phospho-L-tyrosine.|Any protein complex that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function.",TRUE,FALSE,TRUE,TRUE,FALSE
WBGene00018245,F40G9.9,F40G9.9,"This gene encodes a protein containing an F-box, a motif predicted  to mediate protein-protein interactions either with homologs of yeast Skp-1p or  with other proteins. ",Is affected by several genes including daf-2; eat-2; and  alg-1 based on microarray; tiling array; and RNA-seq studies. Is affected by eleven  chemicals including methylmercuric chloride; Mercuric Chloride; and Alovudine based  on microarray and RNA-seq studies. Is predicted to encode a protein with the following  domain: F-box domain. ,not known ,GO:0016020|GO:0016021,membrane|integral component of membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.|The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,TRUE,FALSE,TRUE,TRUE,FALSE
WBGene00018246,clec-148,F40G9.10,none available ,Is an ortholog of human LY75 (lymphocyte antigen 75); REG4  (regenerating family member 4); and SELE (selectin E). Is predicted to have transmembrane  signaling receptor activity. ,C-type LECtin ,GO:0004888|GO:0030246,transmembrane signaling receptor activity|carbohydrate binding,"Combining with an extracellular or intracellular signal and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity or state as part of signal transduction.|Interacting selectively and non-covalently with any carbohydrate, which includes monosaccharides, oligosaccharides and polysaccharides as well as substances derived from monosaccharides by reduction of the carbonyl group (alditols), by oxidation of one or more hydroxy groups to afford the corresponding aldehydes, ketones, or carboxylic acids, or by replacement of one or more hydroxy group(s) by a hydrogen atom. Cyclitols are generally not regarded as carbohydrates.",TRUE,FALSE,TRUE,TRUE,FALSE
WBGene00018247,F40G9.12,F40G9.12,none available ,"Is affected by several genes including daf-2; rrf-3; and  eat-2 based on tiling array; RNA-seq; and microarray studies. Is affected by six  chemicals including Rotenone; Psoralens; and allantoin based on RNA-seq and microarray  studies. Is predicted to encode a protein with the following domains: Zinc finger,  RING-type and Zinc finger, RING/FYVE/PHD-type. ",not known ,"NA","NA","NA",TRUE,FALSE,TRUE,TRUE,FALSE
WBGene00018248,F40G9.14,F40G9.14,none available ,"Is enriched in in male based on RNA-seq and microarray studies.  Is affected by several genes including daf-2; nhr-25; and drh-3 based on microarray  and RNA-seq studies. Is affected by six chemicals including Alovudine; allantoin;  and Sirolimus based on RNA-seq and microarray studies. Is predicted to encode a  protein with the following domains: Zinc finger, RING-type and Zinc finger, RING/FYVE/PHD-type. ",not known ,"NA","NA","NA",TRUE,FALSE,TRUE,TRUE,FALSE
WBGene00018793,mrpl-40,F54C4.1,none available ,"Is an ortholog of human MRPL40 (mitochondrial ribosomal protein  L40). Is expressed widely. Is used to study chromosome 22q11.2 deletion syndrome,  distal. Is predicted to encode a protein with the following domains: Ribosomal protein  L28/L40, mitochondrial and 39S ribosomal protein L40, mitochondrial. ","Mitochondrial Ribosomal Protein, Large ",GO:0005761|GO:0005762|GO:0005840,mitochondrial ribosome|mitochondrial large ribosomal subunit|ribosome,"A ribosome found in the mitochondrion of a eukaryotic cell; contains a characteristic set of proteins distinct from those of cytosolic ribosomes.|The larger of the two subunits of a mitochondrial ribosome. Two sites on the ribosomal large subunit are involved in translation: the aminoacyl site (A site) and peptidyl site (P site).|An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.",TRUE,FALSE,TRUE,TRUE,FALSE
WBGene00018794,attf-3,F54C4.3,none available ,Is predicted to have nucleic acid binding activity. ,AT hook Transcription Factor family ,GO:0003676,nucleic acid binding,Interacting selectively and non-covalently with any nucleic acid.,TRUE,FALSE,TRUE,TRUE,FALSE
WBGene00018795,F54C4.4,F54C4.4,none available ,Is enriched in germ line and neurons based on RNA-seq and  microarray studies. Is affected by several genes including age-1; daf-12; and hsf-1  based on microarray; tiling array; and RNA-seq studies. Is affected by six chemicals  including Rotenone; Alovudine; and stavudine based on RNA-seq and microarray studies. ,not known ,"NA","NA","NA",TRUE,FALSE,TRUE,TRUE,FALSE
WBGene00019182,H10E21.1,H10E21.1a,none available ,Is expressed in intestine; rectal valve cell; tail hypodermis;  and tail spike. ,not known ,GO:0016020|GO:0016021,membrane|integral component of membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.|The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,TRUE,FALSE,TRUE,TRUE,FALSE
WBGene00019183,npr-30,H10E21.2,none available ,Is predicted to have G protein-coupled receptor activity. ,NeuroPeptide Receptor family ,GO:0004930|GO:0005886|GO:0007186|GO:0016020|GO:0016021,G protein-coupled receptor activity|plasma membrane|G protein-coupled receptor signaling pathway|membrane|integral component of membrane,"Combining with an extracellular signal and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex.|The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.|A series of molecular signals that proceeds with an activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, or for basal GPCR signaling the pathway begins with the receptor activating its G protein in the absence of an agonist, and ends with regulation of a downstream cellular process, e.g. transcription.  The pathway can start from the plasma membrane, Golgi or nuclear membrane (PMID:24568158 and PMID:16902576).|A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.|The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,TRUE,FALSE
WBGene00019184,H10E21.4,H10E21.4,none available ,Is predicted to have calcium ion binding activity. ,not known ,GO:0003009|GO:0005509|GO:0005861|GO:0006937|GO:0048306|GO:0051015,skeletal muscle contraction|calcium ion binding|troponin complex|regulation of muscle contraction|NA|actin filament binding,"A process in which force is generated within skeletal muscle tissue, resulting in a change in muscle geometry. Force generation involves a chemo-mechanical energy conversion step that is carried out by the actin/myosin complex activity, which generates force through ATP hydrolysis. In the skeletal muscle, the muscle contraction takes advantage of an ordered sarcomeric structure and in most cases it is under voluntary control.|Interacting selectively and non-covalently with calcium ions (Ca2+).|A complex of accessory proteins (typically troponin T, troponin I and troponin C) found associated with actin in muscle thin filaments; involved in calcium regulation of muscle contraction.|Any process that modulates the frequency, rate or extent of muscle contraction.|NA|Interacting selectively and non-covalently with an actin filament, also known as F-actin, a helical filamentous polymer of globular G-actin subunits.",TRUE,FALSE,TRUE,FALSE,FALSE
WBGene00019185,H10E21.5,H10E21.5,none available ,Is an ortholog of human RNF130 (ring finger protein 130)  and RNF150 (ring finger protein 150). Is predicted to have ubiquitin protein ligase  activity. ,not known ,GO:0006511|GO:0016020|GO:0016021|GO:0016567|GO:0061630,ubiquitin-dependent protein catabolic process|membrane|integral component of membrane|protein ubiquitination|ubiquitin protein ligase activity,"The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of a ubiquitin group, or multiple ubiquitin groups, to the protein.|A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.|The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.|The process in which one or more ubiquitin groups are added to a protein.|Catalysis of the transfer of ubiquitin to a substrate protein via the reaction X-ubiquitin + S -> X + S-ubiquitin, where X is either an E2 or E3 enzyme, the X-ubiquitin linkage is a thioester bond, and the S-ubiquitin linkage is an amide bond: an isopeptide bond between the C-terminal glycine of ubiquitin and the epsilon-amino group of lysine residues in the substrate or, in the linear extension of ubiquitin chains, a peptide bond the between the C-terminal glycine and N-terminal methionine of ubiquitin residues.",TRUE,FALSE,TRUE,TRUE,FALSE
WBGene00019329,ceeh-1,K02F3.6,"ceeh-1 encodes a soluble epoxide hydrolase (sEH) orthologous  to human ABHD7 and ABHD9; recombinant CEEH-1 is biochemically active in vitro on  epoxyeicosatrienoic acids and leukotoxins (EpOMEs); conversely, CEEH-1 is inhibited  by urea-based antagonists of mammalian sEH that elevate EpOME levels when fed to  C. elegans; perhaps because of genetic redundancy with its paralog CEEH-2, CEEH-1  has no obvious function in mass RNAi assays. ",Is an ortholog of human EPHX3 (epoxide hydrolase 3) and EPHX4  (epoxide hydrolase 4). Exhibits epoxide hydrolase activity. Is involved in cellular  lipid metabolic process. Human ortholog(s) of this gene are implicated in familial  hypercholesterolemia. ,Caenorhabditis EpoxidE Hydrolase ,GO:0003824|GO:0004301|GO:0006629|GO:0016020|GO:0016021|GO:0016787|GO:0044255,catalytic activity|epoxide hydrolase activity|lipid metabolic process|membrane|integral component of membrane|hydrolase activity|cellular lipid metabolic process,"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.|Catalysis of the reaction: an epoxide + H2O = a glycol.|The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids.|A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.|The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.|Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3.|The chemical reactions and pathways involving lipids, as carried out by individual cells.",FALSE,TRUE,FALSE,FALSE,FALSE
WBGene00019636,gsto-3,K10F12.4a,"K10F12.4 encodes, by alternative splicing, one isoform of a  putative omega-class glutathione transferase (GST; EC 2.5.1.18) which, like its  paralog GSTO-1, might have thiol oxidoreductase and dehydroascorbate reductase activity;  other K10F12.4 paralogs include GST-44 and C02D5.3; K10F12.4 has no obvious function  in mass RNAi assays. ",Is an ortholog of human GSTO1 (glutathione S-transferase  omega 1) and GSTO2 (glutathione S-transferase omega 2). Is predicted to have glutathione  dehydrogenase (ascorbate) activity. ,"Glutathione S-Transferase, Omega class ",GO:0004364|GO:0005737|GO:0045174|GO:0055114|GO:0098869,glutathione transferase activity|cytoplasm|glutathione dehydrogenase (ascorbate) activity|oxidation-reduction process|cellular oxidant detoxification,"Catalysis of the reaction: R-X + glutathione = H-X + R-S-glutathione. R may be an aliphatic, aromatic or heterocyclic group; X may be a sulfate, nitrile or halide group.|All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.|Catalysis of the reaction: dehydroascorbate + 2 glutathione = L-ascorbate + glutathione disulfide.|A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.|Any process carried out at the cellular level that reduces or removes the toxicity superoxide radicals or hydrogen peroxide.",TRUE,FALSE,TRUE,FALSE,FALSE
WBGene00019638,K10F12.6,K10F12.6,none available ,Is affected by several genes including csr-1; hpl-2; and  cyc-1 based on microarray; tiling array; and RNA-seq studies. Is affected by five  chemicals including metformin; Sirolimus; and Rifampin based on RNA-seq and microarray  studies. ,not known ,"NA","NA","NA",TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00019639,K10F12.7,K10F12.7,none available ,Is affected by several genes including elt-2; dpy-21; and  mir-34 based on tiling array; RNA-seq; and microarray studies. Is affected by five  chemicals including Psoralens; allantoin; and metformin based on RNA-seq studies. ,not known ,"NA","NA","NA",TRUE,FALSE,FALSE,FALSE,FALSE
WBGene00020449,fbxa-54,T12B5.2,"This gene encodes a protein containing an F-box, a motif predicted  to mediate protein-protein interactions either with homologs of yeast Skp-1p or  with other proteins; this gene's encoded protein also contains an FTH/DUF38 motif,  which may also mediate protein-protein interaction. ","Is enriched in OLL; PVD; and intestine based on tiling array  and RNA-seq studies. Is affected by several genes including daf-2; glp-1; and age-1  based on microarray; tiling array; and RNA-seq studies. Is affected by ten chemicals  including stavudine; Psoralens; and allantoin based on RNA-seq and microarray studies.  Is predicted to encode a protein with the following domains: F-box domain; Domain  of unknown function DUF38, Caenorhabditis species; Leucine-rich repeat domain superfamily;  F-box-like domain superfamily; and F-box A protein FB155/FB224. ",F-box A protein ,"NA","NA","NA",FALSE,TRUE,FALSE,FALSE,FALSE
WBGene00020459,fbxa-23,T12B5.13,none available ,"Is affected by several genes including age-1; lin-4; and  lin-14 based on microarray and RNA-seq studies. Is predicted to encode a protein  with the following domains: Domain of unknown function DUF38, Caenorhabditis species  and F-box A protein FB155/FB224. ",F-box A protein ,"NA","NA","NA",FALSE,TRUE,FALSE,FALSE,FALSE
WBGene00020540,pals-25,T17A3.2,none available ,"Is enriched in several structures, including body wall musculature;  intestine; mechanosensory neurons; muscle cell; and ventral nerve cord based on  tiling array; microarray; and RNA-seq studies. Is affected by several genes including  daf-16; daf-2; and sir-2.1 based on microarray and RNA-seq studies. Is affected  by seven chemicals including Psoralens; allantoin; and metformin based on RNA-seq  and microarray studies. ",Protein containing ALS2cr12 (ALS2CR12) signature ,"NA","NA","NA",TRUE,TRUE,TRUE,TRUE,FALSE
WBGene00020541,fbxb-81,T17A3.3,"This gene encodes a protein containing an F-box, a motif predicted  to mediate protein-protein interactions either with homologs of yeast Skp-1p or  with other proteins; its encoded protein also contains a Pfam-B45 motif of presently  unknown function. ","Is affected by several genes including daf-2; clk-1; and  eat-2 based on microarray; tiling array; and RNA-seq studies. Is affected by eight  chemicals including multi-walled carbon nanotube; stavudine; and Psoralens based  on RNA-seq and microarray studies. Is predicted to encode a protein with the following  domain: F-box associated domain, type 2. ",F-box B protein ,"NA","NA","NA",TRUE,FALSE,TRUE,TRUE,FALSE
WBGene00020542,fbxb-82,T17A3.4,"This gene encodes a protein containing an F-box, a motif predicted  to mediate protein-protein interactions either with homologs of yeast Skp-1p or  with other proteins; its encoded protein also contains a Pfam-B45 motif of presently  unknown function. ","Is enriched in NSM based on tiling array studies. Is affected  by several genes including daf-2; clk-1; and eat-2 based on microarray and RNA-seq  studies. Is affected by eleven chemicals including methylmercuric chloride; Alovudine;  and stavudine based on microarray and RNA-seq studies. Is predicted to encode a  protein with the following domains: F-box domain and F-box associated domain, type  2. ",F-box B protein ,"NA","NA","NA",TRUE,FALSE,TRUE,TRUE,FALSE
WBGene00020543,fbxb-83,T17A3.6,none available ,"Is enriched in BAG based on tiling array studies. Is affected  by several genes including daf-2; glp-1; and skn-1 based on microarray and RNA-seq  studies. Is affected by ten chemicals including Mercuric Chloride; multi-walled  carbon nanotube; and Alovudine based on microarray and RNA-seq studies. Is predicted  to encode a protein with the following domain: F-box associated domain, type 2. ",F-box B protein ,"NA","NA","NA",TRUE,FALSE,TRUE,TRUE,FALSE
WBGene00020544,fbxb-84,T17A3.7,"This gene encodes a protein containing an F-box, a motif predicted  to mediate protein-protein interactions either with homologs of yeast Skp-1p or  with other proteins; its encoded protein also contains a Pfam-B45 motif of presently  unknown function. ","Is enriched in hypodermis based on tiling array studies.  Is affected by several genes including daf-16; daf-2; and clk-1 based on microarray  and RNA-seq studies. Is affected by eleven chemicals including methylmercuric chloride;  stavudine; and Psoralens based on microarray and RNA-seq studies. Is predicted to  encode a protein with the following domains: F-box domain and F-box associated domain,  type 2. ",F-box B protein ,"NA","NA","NA",TRUE,FALSE,TRUE,TRUE,FALSE
WBGene00020545,adbp-2,T17A3.9,none available ,Is affected by several genes including clk-1; nhr-25; and  mir-34 based on tiling array; microarray; and RNA-seq studies. Is affected by five  chemicals including Psoralens; allantoin; and metformin based on RNA-seq studies. ,ADR-2 Binding Protein ,"NA","NA","NA",TRUE,FALSE,TRUE,FALSE,FALSE
WBGene00020546,zig-13,T17A3.10,none available ,Is enriched in hypodermis based on RNA-seq studies. Is affected  by several genes including let-60; clk-1; and dpy-7 based on microarray and RNA-seq  studies. Is affected by eight chemicals including Tunicamycin; tert-Butylhydroperoxide;  and Psoralens based on microarray and RNA-seq studies. Is predicted to encode a  protein with the following domains: Immunoglobulin-like fold and Immunoglobulin-like  domain superfamily. ,2 (Zwei) IG domain protein ,GO:0016020|GO:0016021,membrane|integral component of membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.|The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,TRUE,FALSE,TRUE,TRUE,FALSE
WBGene00020547,srz-7,T17A3.11,none available ,Is enriched in neurons based on microarray studies. Is affected  by several genes including clk-1; sir-2.1; and pgl-1 based on microarray and RNA-seq  studies. Is affected by Acrylamide; Chlorpyrifos; and adsorbable organic bromine  compound based on microarray studies. ,"Serpentine Receptor, class Z ","NA","NA","NA",TRUE,FALSE,TRUE,FALSE,FALSE
WBGene00020548,T17A3.12,T17A3.12,none available ,Is enriched in cephalic sheath cell based on tiling array  studies. Is affected by several genes including daf-16; daf-2; and clk-1 based on  microarray; tiling array; and RNA-seq studies. Is affected by six chemicals including  stavudine; Psoralens; and allantoin based on RNA-seq studies. ,not known ,"NA","NA","NA",TRUE,FALSE,TRUE,FALSE,FALSE
WBGene00020701,T22F7.1,T22F7.1,none available ,Is an ortholog of several human genes including SLC22A11  (solute carrier family 22 member 11); SLC22A24 (solute carrier family 22 member  24); and SLC22A25 (solute carrier family 22 member 25). Human SLC22A11 exhibits  inorganic anion exchanger activity and sodium-independent organic anion transmembrane  transporter activity. Is predicted to encode a protein with the following domains:  Major facilitator superfamily and MFS transporter superfamily. ,not known ,GO:0016020|GO:0016021|GO:0055085,membrane|integral component of membrane|transmembrane transport,"A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.|The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.|The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other.",TRUE,FALSE,TRUE,FALSE,FALSE
WBGene00020702,T22F7.3,T22F7.3,none available ,Is predicted to have serine-type endopeptidase inhibitor  activity. ,not known ,GO:0004867|GO:0010951,serine-type endopeptidase inhibitor activity|negative regulation of endopeptidase activity,"Stops, prevents or reduces the activity of serine-type endopeptidases, enzymes that catalyze the hydrolysis of nonterminal peptide bonds in a polypeptide chain; a serine residue (and a histidine residue) are at the active center of the enzyme.|Any process that decreases the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins.",TRUE,FALSE,TRUE,FALSE,FALSE
